8.775000000000000000e+01,1.290000000000000000e+02,3.375000000000000000e+00,0.000000000000000000e+00
9.128571428571429180e+01,1.290000000000000000e+02,3.571428571428571619e+00,0.000000000000000000e+00
8.356000000000000227e+01,1.331200000000000045e+02,2.520000000000000018e+00,0.000000000000000000e+00
8.710169491525424235e+01,1.321016949152542281e+02,2.076271186440677763e+00,0.000000000000000000e+00
9.189830508474575765e+01,1.321016949152542281e+02,2.076271186440677763e+00,0.000000000000000000e+00
9.537500000000000000e+01,1.330833333333333428e+02,2.458333333333333481e+00,0.000000000000000000e+00
8.331578947368420529e+01,1.369122807017543835e+02,2.192982456140351033e+00,0.000000000000000000e+00
8.700000000000000000e+01,1.370000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00
9.200000000000000000e+01,1.370000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00
9.577049180327868783e+01,1.368852459016393368e+02,2.196721311475410054e+00,0.000000000000000000e+00
8.400000000000000000e+01,1.400000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00
8.721212121212121815e+01,1.408636363636363740e+02,2.000000000000000000e+00,0.000000000000000000e+00
9.180597014925372434e+01,1.408805970149253710e+02,2.014925373134328179e+00,0.000000000000000000e+00
9.500000000000000000e+01,1.400000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00
8.350000000000000000e+01,1.285000000000000000e+02,8.500000000000000000e+00,0.000000000000000000e+00
8.726865671641790811e+01,1.279104477611940354e+02,7.492537313432835688e+00,0.000000000000000000e+00
9.185507246376810997e+01,1.279275362318840621e+02,7.478260869565217739e+00,0.000000000000000000e+00
9.623076923076922640e+01,1.284615384615384528e+02,8.692307692307691624e+00,0.000000000000000000e+00
8.314754098360656087e+01,1.322786885245901658e+02,7.311475409836065253e+00,0.000000000000000000e+00
8.700000000000000000e+01,1.320000000000000000e+02,7.000000000000000000e+00,0.000000000000000000e+00
9.200000000000000000e+01,1.320000000000000000e+02,7.000000000000000000e+00,0.000000000000000000e+00
9.642857142857143060e+01,1.321948051948051841e+02,7.584415584415584277e+00,0.000000000000000000e+00
1.009230769230769198e+02,1.327692307692307736e+02,8.846153846153846700e+00,0.000000000000000000e+00
7.337500000000000000e+01,1.375000000000000000e+02,8.750000000000000000e+00,0.000000000000000000e+00
7.713207547169811562e+01,1.375283018867924625e+02,8.264150943396225912e+00,0.000000000000000000e+00
8.239795918367346417e+01,1.371224489795918373e+02,7.285714285714285587e+00,0.000000000000000000e+00
8.700000000000000000e+01,1.370000000000000000e+02,7.000000000000000000e+00,0.000000000000000000e+00
9.200000000000000000e+01,1.370000000000000000e+02,7.000000000000000000e+00,0.000000000000000000e+00
9.632142857142856940e+01,1.369761904761904816e+02,7.297619047619047450e+00,0.000000000000000000e+00
1.021081081081081123e+02,1.373513513513513544e+02,8.675675675675675436e+00,0.000000000000000000e+00
1.055555555555555571e+02,1.375555555555555429e+02,9.000000000000000000e+00,0.000000000000000000e+00
7.333333333333332860e+01,1.420000000000000000e+02,8.333333333333333925e+00,0.000000000000000000e+00
7.700000000000000000e+01,1.420000000000000000e+02,8.000000000000000000e+00,0.000000000000000000e+00
8.196774193548387188e+01,1.418817204301075208e+02,7.602150537634408956e+00,0.000000000000000000e+00
8.690666666666666629e+01,1.411200000000000045e+02,7.160000000000000142e+00,0.000000000000000000e+00
9.184848484848484418e+01,1.408636363636363740e+02,7.030303030303030276e+00,0.000000000000000000e+00
9.709433962264151319e+01,1.419245283018867951e+02,8.301886792452830122e+00,0.000000000000000000e+00
1.018225806451612954e+02,1.420000000000000000e+02,8.209677419354838079e+00,0.000000000000000000e+00
1.057647058823529420e+02,1.417058823529411882e+02,8.823529411764706509e+00,0.000000000000000000e+00
7.350000000000000000e+01,1.460000000000000000e+02,8.800000000000000711e+00,0.000000000000000000e+00
7.719354838709676869e+01,1.467258064516128968e+02,8.161290322580645906e+00,0.000000000000000000e+00
8.195588235294117396e+01,1.468235294117646959e+02,8.102941176470588758e+00,0.000000000000000000e+00
8.557894736842105488e+01,1.467368421052631504e+02,8.578947368421053099e+00,0.000000000000000000e+00
9.400000000000000000e+01,1.465000000000000000e+02,9.000000000000000000e+00,0.000000000000000000e+00
9.727906976744185386e+01,1.466511627906976685e+02,8.511627906976743319e+00,0.000000000000000000e+00
1.016388888888888857e+02,1.466111111111111143e+02,8.638888888888889284e+00,0.000000000000000000e+00
1.054000000000000057e+02,1.458000000000000114e+02,9.000000000000000000e+00,0.000000000000000000e+00
7.820000000000000284e+01,1.504000000000000057e+02,9.000000000000000000e+00,0.000000000000000000e+00
8.177777777777777146e+01,1.504444444444444571e+02,9.000000000000000000e+00,0.000000000000000000e+00
